M1,M2,M3,M4,M5,M6,M7,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M29,M30,M31,M32,M33,M35,M36,M37,M38,M39,M43,M44,M45,M46,M48,M49,M50,M51,M52,M53,M54,M63,M64,M65,M66,M67,M68,M69,M70,M71,M75,M81,M82,M85,M86,M87,M89,M90,M91,M95,M96,M97,M98,M99,M100,M101,M103,M105,M106,M107,M109,M116,M120,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,M152,M153,M154,M155,M156,M157,M158,M164,M165,M166,M167,M168,M169,M170,M171,M174,M175,M176,M177,M178,M179,M182,M188,M193,M195,M196,M198,M199,M203,M204,M205,M206,M207,M208,M209,M210,M211,M212,M213,M214,M215,M216,M217,M218,M219,M220,M221,M222,M223,M224,M228,M229,M230,M231,M232,M233,M234,M235,M236
2321692.773,923716.684,746256.7270000001,847982.64,847982.64,3309547.713,6676417.386,205799.28600000002,1807120.065,27976650.0,650019.4525,251931.58800000002,2236478.432,2236478.432,2236478.432,496158.4075,496158.4075,44238.625,20152.65548,747434.8395,747434.8395,747434.8395,83118.53353,133179.12099999998,259920.5595,4817.686944,101918.5215,101918.5215,499485.902,956989.0805,1610753.17,1432977.2980000002,391376.823,391376.823,391376.823,335101.0885,2698416.692,439320.1525,5418183.55,5418183.55,888679.9544,888679.9544,1397082.6,872136.2425,147451.52,56531.0075,100266.6842,10108.691579999999,38477.465,13400000.0,13400000.0,33318.377,905589.2612,292657.8205,12600000.0,12600000.0,134652.9819,838022.9947,201952.4785,1847613.21,70900000.0,2900847.372,48965.2845,75535.15299999999,71815.3115,302163.2555,7495607.882,31551.263,54036.316,171491.988,97895.2015,167843.2425,118544.3526,5676979.355,458566.476,292083.274,404001.75200000004,7577322.472,121903.1206,38768.6795,8874.677811,22479.355880000003,5471054.222,406950.5815,5304697.923,5304697.923,5840612.578,5840612.578,5840612.578,5840612.578,5840612.578,5129913.473999999,7938059.33,247667.1495,652403.999,591067.4655,130862.8075,156151.34,18920.9085,13973.823,590795.6335,590795.6335,9571766.282,20091.94364,14800000.0,277850.257,1570185.0980000002,2921681.3239999996,279756.6815,279756.6815,279756.6815,122216.4475,22747.6155,22747.6155,22747.6155,22747.6155,18368.7265,1217928.923,1217928.923,1217928.923,43394.5905,11464.2555,66651.1835,103991.70800000001,344628.5905,1083573.106,722.2439999999999,8256654.091,580796.3575,3580392.047,3370355.361,2737.333878,6941.403,918424.5009999999,480711.4452,346327.3946,151947.1346,150527.8885,83163.3085,39917.55943,76218.0765,66414.22019,77370.062,33720.3115,154524.356,7097093.701,747265.296,98077.8325,98077.8325,2185996.956,24965.82392,584399.2835,584399.2835,5268600.817,1038546.378,159734.1675,568888.0336,568888.0336,10100000.0,1660957.07,1873525.0019999999,722.2439999999999,105439.481,105439.481
7981823.951,3804579.262,2881412.334,5137087.651000001,5137087.651000001,5346680.034,28900000.0,787697.6435,5934375.817000001,34500000.0,1820529.62,620019.9095,9208897.147,9208897.147,9208897.147,835548.594,835548.594,144732.8805,275935.82399999996,2960200.64,2960200.64,2960200.64,622325.6205,338213.46,1790714.8080000002,20894.5385,144214.723,144214.723,3373244.874,2455535.544,5491047.507999999,3242696.6989999996,977938.854,977938.854,977938.854,589223.2077,2323471.98,5617257.153,8626080.907,8626080.907,6696632.697000001,6696632.697000001,1599684.937,3846841.289,234588.6665,358449.5366,875883.905,41116.8145,112284.705,24900000.0,24900000.0,94719.1835,10400000.0,867917.2403,20800000.0,20800000.0,833992.517,3603839.863,699915.9685,80300000.0,79400000.0,2915517.872,408735.751,237133.607,136838.8275,807428.9415,20300000.0,164171.2235,253631.307,620056.5365,386865.396,670725.256,728296.7415,11000000.0,1614164.948,6414657.101,1591676.479,37100000.0,694580.6255,124911.631,100069.5185,71238.9095,15000000.0,1329133.881,74600000.0,74600000.0,23500000.0,23500000.0,23500000.0,23500000.0,23500000.0,16200000.0,33800000.0,353100.8305,3072082.979,1701932.3480000002,209045.47600000002,712007.1355,532410.1686,25805.4845,10700000.0,10700000.0,20700000.0,36179.755,89700000.0,3656860.3710000003,9451302.211000001,10200000.0,750082.2490000001,750082.2490000001,750082.2490000001,140052.6625,54997.507000000005,54997.507000000005,54997.507000000005,54997.507000000005,25507.7995,3941196.377,3941196.377,3941196.377,259340.0605,20107.686999999998,321203.5709,260337.5695,16000000.0,3075121.223,29075.8235,17400000.0,6402434.34,10100000.0,13800000.0,20219.8495,27160.932,1550411.243,1245021.982,1871118.3159999999,843810.3787,887989.9953,200781.995,131493.8935,252704.712,125023.9675,168452.0435,170176.15899999999,209306.8365,40800000.0,5037432.658,581802.191,581802.191,13800000.0,176251.6035,1687169.017,1687169.017,21900000.0,3742127.627,1285449.1909999999,2641945.99,2641945.99,12200000.0,4955518.759,3607520.526,29075.8235,207263.6775,207263.6775
14700000.0,3820137.1380000003,5266785.548,4361870.072,4361870.072,3122528.111,32500000.0,1718900.9230000002,1485839.6,27300000.0,1285353.903,561045.9038,11000000.0,11000000.0,11000000.0,368343.00299999997,368343.00299999997,37002.827000000005,22081.995619999998,2641419.242,2641419.242,2641419.242,147015.9536,204007.3508,410730.7289,99109.97379,78021.163,78021.163,1380938.9540000001,259676.8195,5094897.423,1883199.483,555398.691,555398.691,555398.691,80546.8268,448549.50899999996,2721073.977,5300926.065,5300926.065,2077403.0119999999,2077403.0119999999,2153944.22,6442517.759,105223.6615,2067553.53,770329.6625,81560.17482,117533.845,20300000.0,20300000.0,73715.004,21200000.0,888558.4436,13000000.0,13000000.0,341312.8398,2212515.719,5257.5045,97900000.0,5824449.337,2228316.739,256351.032,240234.1445,141262.0025,534012.836,2666640.857,36823.7125,286788.1625,456301.893,294995.594,879718.329,224897.4443,31300000.0,2889361.518,1159998.864,2492358.044,25000000.0,69927.588,124641.145,527857.4285,67302.14,11800000.0,320961.9328,19600000.0,19600000.0,51400000.0,51400000.0,51400000.0,51400000.0,51400000.0,41100000.0,14400000.0,147942.1995,938509.73,804174.2419,196183.4015,354014.6278,1247468.8429999999,23617.8045,2403886.747,2403886.747,7482277.191000001,42229.886,34400000.0,473499.7395,3068628.117,20400000.0,249962.4235,249962.4235,249962.4235,185142.7505,165232.3165,165232.3165,165232.3165,165232.3165,33460.7105,3163252.458,3163252.458,3163252.458,306867.952,1942.4285,7277.065121,224262.893,1804648.326,1632349.9340000001,15171.23,395122.0545,2950872.173,4975390.821,3946531.959,48209.304000000004,79806.201,2673410.984,2432477.669,1472358.803,1196599.06,1761718.918,380737.5086,105536.30699999999,287415.3317,226873.3318,118274.70800000001,59064.287000000004,135474.7765,34300000.0,1357033.916,551876.1410000001,551876.1410000001,10600000.0,134580.0625,755275.031,755275.031,2731453.963,3060325.6769999997,407170.3595,2098443.054,2098443.054,2745466.44,4035095.793,6249194.616,15171.23,92500.145,92500.145
2688745.0719999997,1404539.821,1880283.4,1439283.8090000001,1439283.8090000001,2203141.7290000003,16100000.0,298938.6215,455215.5577,4713715.846,270205.7126,228974.1603,1943337.625,1943337.625,1943337.625,561736.7415,561736.7415,8652.396198,191106.3605,1444206.997,1444206.997,1444206.997,1281051.12,31501.592999999997,75353.832,2065.994243,136643.4855,136643.4855,3798945.2180000003,908956.6915,2425582.83,1039353.505,1105653.84,1105653.84,1105653.84,1887693.167,554657.274,3769751.56,7274235.223999999,7274235.223999999,507867.9478,507867.9478,1073947.51,2879264.586,103178.641,67013.9242,94148.86798,1694.517,49383.483210000006,8534185.421,8534185.421,26256.729209999998,276540.1815,424216.39200000005,14700000.0,14700000.0,598629.679,1537619.552,3903.543993,58500000.0,6565093.734,1018358.2220000001,143106.6005,155472.2655,117490.3335,563478.2475,3289168.624,791896.3865,121395.4695,218860.902,34690.282680000004,529059.205,422253.61299999995,9271248.82,493622.6915,3675921.647,1137875.371,24200000.0,41121.4175,43250.4795,8379.026,40565.1765,6616015.796,772501.1779,3601296.272,3601296.272,4255568.732,4255568.732,4255568.732,4255568.732,4255568.732,5342392.501,975971.5153,115351.464,1091158.987,998587.5040000001,116710.8165,421362.7611,346597.2137,3822.317,862919.6326,862919.6326,14100000.0,6297.698,62100000.0,3801480.312,7576451.551,3242528.9469999997,430194.5865,430194.5865,430194.5865,93355.43527,9712.805504,9712.805504,9712.805504,9712.805504,6139.8405,1845822.175,1845822.175,1845822.175,202581.6845,1363.6485,220365.4955,105993.4795,975494.2655,2506270.5919999997,39224.8475,97439.33300000001,795573.8176,6889118.902000001,511067.4745,3207.0465,1757.826,859106.3386,1375595.3,761519.9779,815146.6222,570821.3836,154382.5085,111332.3305,235988.7485,71067.98817000001,88581.885,92249.977,111137.866,8855127.088,331386.4815,215443.64399999997,215443.64399999997,4685634.258,162206.0897,1053081.148,1053081.148,1664620.592,2852469.652,165690.055,1873558.799,1873558.799,1450693.9340000001,2363076.581,1240471.693,39224.8475,97108.29873,97108.29873
5481568.022000001,1366204.628,1413714.73,3614370.363,3614370.363,7623984.717,12600000.0,282116.8105,10300000.0,46100000.0,777924.5970000001,359746.38899999997,8255986.186000001,8255986.186000001,8255986.186000001,648778.6785,648778.6785,216954.8605,486763.7285,3370881.585,3370881.585,3370881.585,390493.406,81301.689,682905.697,3895.604807,175181.4885,175181.4885,775487.2209999999,1197933.001,4340159.903,2748353.6010000003,488051.63700000005,488051.63700000005,488051.63700000005,49720.98005,9482828.126,3466889.848,13600000.0,13600000.0,1181328.707,1181328.707,2799439.89,2603138.579,81011.974,47208.976039999994,106675.3409,28938.607999999997,106038.79,19300000.0,19300000.0,96968.79199999999,198316.9945,1106595.997,11600000.0,11600000.0,115862.3615,12500000.0,1970109.081,13700000.0,93400000.0,559725.871,956586.6155,50601.851310000005,114229.8375,433117.989,29800000.0,37073.7865,78176.18,468594.662,60103.310679999995,356145.3655,1042942.973,6656055.122,352274.179,8815259.746,334596.4605,20300000.0,2572672.634,81143.836,18198.2525,46429.39599999999,10600000.0,2409119.363,134000000.0,134000000.0,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,6810121.543,5014350.444,389702.9475,4939106.923,1773727.608,244661.91100000002,453366.7093,387950.9749,18514.16,602767.1355,602767.1355,21700000.0,14140.285430000002,18300000.0,200334.557,3255338.455,3262145.354,579491.958,579491.958,579491.958,128406.726,16774.576240000002,16774.576240000002,16774.576240000002,16774.576240000002,27667.8605,3549783.7139999997,3549783.7139999997,3549783.7139999997,116617.0255,1888.283,402868.655,223735.3315,38400000.0,831308.4523,12871.65314,21900000.0,1226437.142,11800000.0,28400000.0,2094.688836,3030.403189,933985.1895,745179.5291,4979194.3719999995,128386.4451,192445.14399999997,125975.92,73405.57,129856.7785,114604.2805,49990.42589,104458.6765,80237.0715,4922140.929,780130.3755,87789.161,87789.161,5918845.036,69560.7725,2419207.58,2419207.58,71100000.0,2356573.869,151647.49300000002,1241159.876,1241159.876,25300000.0,2846874.812,6228635.48,12871.65314,130004.8645,130004.8645
1580922.8059999999,902740.4835,1041130.2059999999,1185343.788,1185343.788,2788731.265,4761390.397,326385.311,3277110.418,27200000.0,284070.5305,160300.646,1416385.6169999999,1416385.6169999999,1416385.6169999999,201480.6075,201480.6075,77107.0695,70816.4225,763741.5144,763741.5144,763741.5144,102196.5555,116456.914,1581586.51,5635.804,123245.0275,123245.0275,1546431.956,882913.193,1343607.794,976345.5105,493224.268,493224.268,493224.268,6085762.11,1745002.341,276625.17,6844839.997,6844839.997,743207.1295,743207.1295,1249324.711,921924.6628,163085.296,54044.8765,275604.1615,11274.3195,48434.36,11700000.0,11700000.0,92490.895,205024.117,272976.97,13300000.0,13300000.0,415762.1415,981291.781,1151621.335,7099974.052,68100000.0,3014248.1580000003,240493.548,28415.9155,39125.5055,291624.32899999997,21300000.0,34916.214,30840.3465,151007.513,72135.54951,86038.284,568644.4029999999,3767226.635,159425.079,5179033.87,245311.539,58400000.0,378587.00899999996,37566.29,11833.3285,16227.2415,4479598.218,765271.975,5021763.504,5021763.504,5012198.694,5012198.694,5012198.694,5012198.694,5012198.694,6217629.347999999,33700000.0,127774.8225,702144.6755,452318.2325,112667.912,118372.6,129336.9152,6173.5625,9554352.497000001,9554352.497000001,5204629.722,9373.138873,10900000.0,568530.7615,2043597.581,1502325.334,295212.2795,295212.2795,295212.2795,71897.194,15954.0615,15954.0615,15954.0615,15954.0615,13950.201630000001,1063417.162,1063417.162,1063417.162,191587.9225,13850.205,150098.784,147403.09,39500000.0,854687.2336,3226.349738,11200000.0,1226075.87,3837904.251,18600000.0,2038.291798,3634.7554200000004,830726.9065,430833.4098,330574.6592,195327.1941,252255.8657,54743.34488,52114.33805,57558.5,49531.7185,59405.39697,60509.152,74109.9855,3517581.292,280175.9885,69453.924,69453.924,2603574.435,62257.709,500296.3435,500296.3435,3321487.354,996722.1765,142209.445,678967.5472,678967.5472,5298491.28,1147715.399,2087041.188,3226.349738,72469.5365,72469.5365
2725748.3660000004,1498629.083,816786.786,2338264.714,2338264.714,1368884.655,14200000.0,330786.844,5578813.826,8229225.374,555417.7295,109852.6095,4080443.877,4080443.877,4080443.877,371234.5045,371234.5045,140562.12900000002,514549.93700000003,1837490.198,1837490.198,1837490.198,381889.6095,101494.3415,610803.7286,1644.101231,134899.1455,134899.1455,3628621.797,1103707.355,3158798.047,1499770.2869999998,884865.8235,884865.8235,884865.8235,1985541.154,2375690.32,4001503.1119999997,3295618.4,3295618.4,2061049.8630000001,2061049.8630000001,1108113.313,590262.4828,224748.47,47510.4,1573501.225,25151.1795,88962.575,21900000.0,21900000.0,67294.7705,276883.3493,577317.9445,11800000.0,11800000.0,298411.8485,1486936.345,1409236.2969999998,4792799.844,111000000.0,2684848.4039999996,92406.6045,139957.1075,72186.017,643016.3421,22200000.0,96565.8745,80455.8525,402698.6125,131580.14,214955.11899999998,505394.80799999996,6914478.6,224790.87399999998,4124781.84,341781.5155,12200000.0,2060066.866,79865.0235,5901.535218999999,30726.57679,5027766.037,643052.147,4581341.981000001,4581341.981000001,12600000.0,12600000.0,12600000.0,12600000.0,12600000.0,5755522.058999999,9786523.138,113166.2935,840493.7245,522857.1965,65339.162000000004,504409.37299999996,235944.8495,19072.59,2679133.317,2679133.317,7394730.521000001,8829.3685,16700000.0,902159.6490000001,4081919.662,4722111.501,639592.0805,639592.0805,639592.0805,108865.472,20874.9815,20874.9815,20874.9815,20874.9815,24660.504,2252359.975,2252359.975,2252359.975,546141.0619,1132.7665,65040.8565,126941.3432,12333900.0,1321157.96,4331.1140000000005,36800000.0,2953714.2810000004,9435271.17,25700000.0,3480.709672,4089.4559999999997,271392.4591,351304.74600000004,3193602.361,404668.4992,144344.0287,120490.8724,58213.559,143641.5573,134259.6485,96778.93800000001,155140.2671,215192.7765,35100000.0,4722494.162,1006912.5279999999,1006912.5279999999,21100000.0,459324.9926,3492958.631,3492958.631,65500000.0,4106891.988,595445.4181,3571118.1939999997,3571118.1939999997,20500000.0,4331647.887,1135299.126,4331.1140000000005,53481.28601,53481.28601
7714941.682999999,3635168.2569999998,3083284.097,5037060.99,5037060.99,5424086.195,28800000.0,784482.2502,5703101.69,36700000.0,1655279.3969999999,645553.1265,9401820.5,9401820.5,9401820.5,914789.7359999999,914789.7359999999,121002.0515,276491.6795,3113119.2819999997,3113119.2819999997,3113119.2819999997,588858.1825,361722.815,2051703.763,17663.4755,171258.2095,171258.2095,3295920.4269999997,2579476.406,5548711.222999999,3371492.153,919059.788,919059.788,919059.788,594091.788,2290092.872,5722618.864,9036922.29,9036922.29,6743325.402000001,6743325.402000001,1644141.1230000001,3794929.9439999997,251482.5575,333490.3748,979301.7059999999,36039.257000000005,116102.35,26400000.0,26400000.0,97710.73300000001,11000000.0,920895.5601,21300000.0,21300000.0,942371.4215,3581251.9960000003,711836.68,81900000.0,85500000.0,3157494.548,447059.49299999996,224993.005,141729.37699999998,877889.479,20600000.0,206141.6535,246268.4965,673200.4285,438439.101,632841.5764,723756.7222,11300000.0,1444230.835,6521018.8379999995,1559960.935,37500000.0,764342.345,125561.6815,105051.987,62474.4995,16300000.0,1150386.478,74600000.0,74600000.0,23900000.0,23900000.0,23900000.0,23900000.0,23900000.0,18000000.0,35100000.0,362045.9805,3196586.1569999997,1771409.775,226684.1105,739983.7459999999,585733.6663,25261.65505,11800000.0,11800000.0,20600000.0,34820.87162,95200000.0,3901021.1569999997,9720451.242,10500000.0,763079.7225,763079.7225,763079.7225,113952.0215,56151.0345,56151.0345,56151.0345,56151.0345,31058.7225,4060747.272,4060747.272,4060747.272,280766.647,17556.5675,305164.7305,254720.2545,14700000.0,3295531.9839999997,20191.716,18300000.0,6479087.414,10500000.0,13700000.0,21172.2705,22439.58,1458316.322,1194018.4109999998,1740334.9119999998,876532.2914,834797.177,193488.667,142362.047,197801.80800000002,120014.763,174825.275,161526.5805,241038.1025,36200000.0,4944827.621,526898.619,526898.619,14800000.0,162940.3486,1825528.354,1825528.354,21200000.0,3675255.9310000003,1011663.6240000001,2541341.068,2541341.068,12700000.0,5081410.002,3593855.522,20191.716,201084.7975,201084.7975
4908288.794,1741668.497,2631452.603,1930652.053,1930652.053,3935056.205,4837376.532,395558.356,441986.5555,10300000.0,278048.2095,261833.3292,2386800.335,2386800.335,2386800.335,148608.4665,148608.4665,16082.9455,55093.523429999994,1685778.064,1685778.064,1685778.064,158992.53,105717.9855,47405.888,12616.1065,97021.0225,97021.0225,908806.0953,249384.01,3068792.5330000003,1940276.858,484347.7274,484347.7274,484347.7274,13674.3605,508570.8415,4070028.535,7905298.528,7905298.528,6515264.565,6515264.565,1297186.3059999999,3195655.1339999996,173229.562,63727.6325,108866.3473,12542.43226,88953.085,15500000.0,15500000.0,52711.416,371134.14700000006,439875.0535,12080707.0,12080707.0,452840.5195,1941414.451,2235.442164,58700000.0,13100000.0,380300.33700000006,329644.064,79316.3485,124535.9815,653683.797,9987112.928,113465.341,132182.9535,282304.1125,24597.23888,302421.919,897678.135,7054155.379,534966.134,7630593.965,875972.36,12200000.0,31826.2055,63313.9805,16548.3905,27903.349,8937554.056,311548.6895,7863894.36,7863894.36,3801018.87,3801018.87,3801018.87,3801018.87,3801018.87,8409283.904,1662625.352,145883.55800000002,704400.56,1555248.763,163314.3426,454531.2922,339622.157,16924.3935,1003538.943,1003538.943,19700000.0,8741.468648,54900000.0,2394628.009,6647120.018999999,3034739.56,246135.3875,246135.3875,246135.3875,108251.8969,13951.545,13951.545,13951.545,13951.545,13591.0775,2385137.635,2385137.635,2385137.635,172198.15300000002,10294.0355,353074.28,135883.086,1703051.471,2545969.254,59083.47,222981.1806,8451288.447999999,12200000.0,2305236.68,2327.503054,3161.627024,945792.9546,746716.8395,252354.0517,450069.9852,813069.7540000001,164130.97,101769.823,218671.0115,106889.325,174077.4325,139265.1755,203116.12300000002,13400000.0,239498.10600000003,86575.95549,86575.95549,1101106.848,45235.63323,716499.49,716499.49,346311.5713,1195036.154,128647.3675,556919.8818,556919.8818,901509.3333,913756.939,2974853.727,59083.47,95367.5065,95367.5065
89955.8225,11156.893,24149.5695,11220.3245,11220.3245,49592.25706,112034.0285,3211.1145,21471.488999999998,58413.81963,15246.803,9707.27,68826.9525,68826.9525,68826.9525,94868.18400000001,94868.18400000001,1362.0995,6567.441,52055.7615,52055.7615,52055.7615,12073.633999999998,4456.5415,17546.1575,2507.1865,82425.9445,82425.9445,54554.551,3233.342,96309.742,33471.09915,239630.89899999998,239630.89899999998,239630.89899999998,34604.246,10414.206,2031.455,70573.289,70573.289,14561.723,14561.723,720528.3185,171578.635,2787.234763,41687.89223,74248.92603,4513.1395,5075.005,88174.06047000001,88174.06047000001,23368.8,9252.246,4486.867,226535.4985,226535.4985,3197.522,18200.4405,3389.3038840000004,34418.258310000005,110609.314,1642.7455,3245.4415,4072.9055,8495.386999999999,78094.3785,10444.09,19783.0065,1426.1570000000002,7183.2775,7683.303132999999,13962.8925,13512.61487,62346.7125,3291.978,90035.6365,9942.8745,133354.3425,23140.326,783.8455,1906.9875,5713.541,21939.9965,6223.559,85913.29199999999,85913.29199999999,142047.262,142047.262,142047.262,142047.262,142047.262,73320.175,18509.0305,9410.6015,4951.5265,9073.3025,2387.4605,2987.546,17836.71,717.765,7478.3640000000005,7478.3640000000005,28224.1465,8386.0895,3523605.69,58372.709,29894.9835,118391.92599999999,76534.3185,76534.3185,76534.3185,68165.61422999999,1953.75,1953.75,1953.75,1953.75,2171.382,71808.204,71808.204,71808.204,1324.134,1049.526,4924.252,31422.6305,1727.625,99971.5725,184.11364890000002,3737.028,88795.6795,1566.3655,5412.4275,3092.4809999999998,2261.630573,22097.6005,46828.3575,8974.091,23919.3585,8034.647,16525.4775,13277.775,24871.351000000002,8998.936,8738.2635,7821.353,24992.525,73049.348,31328.85,22466.39849,22466.39849,36391.6705,39916.691,18487.133,18487.133,259914.885,73438.558,119240.6965,27764.822,27764.822,66131.49,23183.242000000002,62593.455,184.11364890000002,1307.6265,1307.6265
1733289.773,1057275.574,990120.0625,1978010.1,1978010.1,3917716.606,5476435.77,247725.6831,10000000.0,27000000.0,287078.3615,190976.6605,2585060.2169999997,2585060.2169999997,2585060.2169999997,462356.25899999996,462356.25899999996,226104.1985,91870.78199999999,1487901.063,1487901.063,1487901.063,140583.076,98188.211,1546914.736,8581.287598,88438.7545,88438.7545,983274.3095,1879596.8080000002,2699828.943,1158580.6570000001,436585.8056,436585.8056,436585.8056,6831004.697000001,3641656.525,1438032.596,7599612.49,7599612.49,927247.21,927247.21,1291885.116,730541.5245,237191.51,61135.83422999999,211241.5265,12893.358040000001,48799.14,15600000.0,15600000.0,63568.108,179152.327,396537.6635,15600000.0,15600000.0,355496.4095,1728354.656,882880.906,522819.1905,70500000.0,3735424.86,257376.3595,48185.350999999995,69158.9605,323707.8775,35700000.0,28794.713,71611.8405,253072.6025,94871.649,172653.62399999998,562111.3935,6486234.195,297057.969,5424709.219,373960.535,35700000.0,668410.011,55728.663570000004,8783.148000000001,23421.638,4457200.2469999995,548992.9155,6234590.675,6234590.675,6154848.949,6154848.949,6154848.949,6154848.949,6154848.949,6941537.848999999,35300000.0,205437.71399999998,671103.6009999999,809234.9885,309260.482,220786.585,140263.7466,8899.632643,19800000.0,19800000.0,9324309.986,11562.7873,9986751.451,197608.223,3069432.289,1399292.358,308320.6405,308320.6405,308320.6405,74879.443,14408.788,14408.788,14408.788,14408.788,16949.0692,2330697.706,2330697.706,2330697.706,157080.4635,3101.473,114696.62599999999,284322.911,128000000.0,774475.5839,2577.3023559999997,28300000.0,1365745.687,6103790.876,30600000.0,1794.43425,1894.9311890000001,714568.354,410566.685,727471.4134,214493.0412,145361.2825,77014.927,40163.96591,83413.78038,82440.8204,43322.1535,102423.6645,69214.9465,3867354.353,266142.4785,53961.0975,53961.0975,4819238.436000001,63161.3345,813490.7465,813490.7465,10300000.0,1742783.844,137142.01,885010.678,885010.678,11500000.0,1606628.5980000002,2301624.609,2577.3023559999997,77845.00687000001,77845.00687000001
6038479.041,5212720.696,2175856.53,6607453.597999999,6607453.597999999,3904957.2660000003,39800000.0,509096.49600000004,4990771.635,17600000.0,635313.123,446853.95,9147914.36,9147914.36,9147914.36,2875819.6610000003,2875819.6610000003,116041.12199999999,1160019.8159999999,1463379.5080000001,1463379.5080000001,1463379.5080000001,746124.3425,6421086.984,1023400.733,121617.1128,134639.954,134639.954,4602509.7469999995,6726340.405,2973103.512,4266117.158,1145320.42,1145320.42,1145320.42,752429.2691,7680352.767000001,2778944.6960000005,2263443.5930000003,2263443.5930000003,653130.6244,653130.6244,3795632.559,1304072.994,290796.517,800443.8294,736384.8786,4225.9635,35536.15,32500000.0,32500000.0,80230.17,402367.783,2560932.5209999997,5911636.481000001,5911636.481000001,414316.7805,4031996.983,1072794.358,3836561.521,103000000.0,491382.6225,798708.8895,154230.591,91524.04699999999,602431.4705,24900000.0,329160.0105,119135.781,560423.976,376711.08200000005,747397.8613,281225.5925,12900000.0,887061.699,366735.7335,632757.04,41300000.0,1145607.193,69447.0055,53656.264,75881.1925,17600000.0,2162553.0840000003,58400000.0,58400000.0,18500000.0,18500000.0,18500000.0,18500000.0,18500000.0,12300000.0,24400000.0,192863.4585,4400332.16,1505405.364,200968.1115,1505647.4740000002,375054.2253,50283.830760000004,706657.329,706657.329,18800000.0,13787.2745,9201113.957999999,208759.6163,5182345.537,33700000.0,1524537.8669999999,1524537.8669999999,1524537.8669999999,133141.1287,51990.27099999999,51990.27099999999,51990.27099999999,51990.27099999999,67396.783,2080151.4540000001,2080151.4540000001,2080151.4540000001,541525.6565,105196.11300000001,125844.384,345704.6675,5008721.959,1549608.523,9717.653,42500000.0,2776666.328,9541667.407,23100000.0,4301.7619939999995,3404.1212549999996,338259.9914,452653.1553,5578247.626,178856.6692,108016.1085,62638.08394,41424.4588,101335.163,61000.4235,37423.174,212371.1725,47902.93871,123206194.0,31900000.0,1382205.629,1382205.629,40000000.0,342568.4932,7629981.887,7629981.887,110000000.0,7557906.719,2894382.5519999997,2850804.122,2850804.122,11700000.0,11100000.0,319091.218,9717.653,130815.209,130815.209
7625626.779,1976424.695,4852257.7469999995,4277716.285,4277716.285,3769666.4469999997,13200000.0,634384.647,1609350.499,25600000.0,422702.2135,425361.1187,4536814.021000001,4536814.021000001,4536814.021000001,345369.666,345369.666,41298.507000000005,281841.917,1806498.323,1806498.323,1806498.323,252228.4099,82405.95,140184.562,5352.632,146370.245,146370.245,2190411.864,673128.7845,3059994.402,1737315.5259999998,764028.2118,764028.2118,764028.2118,27988.98383,828149.2320000001,2686313.7410000004,9055187.872000001,9055187.872000001,32800000.0,32800000.0,1264384.8020000001,3193146.817,206311.3535,94396.992,90845.30294,4859.93732,49750.5681,19100000.0,19100000.0,55765.5545,590087.9735,442514.5735,20700000.0,20700000.0,1123199.182,2235403.981,1349.205658,86800000.0,7498153.658,1070226.747,239498.94100000002,127471.2295,106452.2,640120.837,2699478.4110000003,203414.5468,116364.0925,364359.859,68363.2425,534983.624,821717.8745,9806118.962000001,607568.4215,6885839.324,1251350.992,44900000.0,56821.309,56795.79418,24545.0315,39517.575,13600000.0,1265788.502,29400000.0,29400000.0,7716558.631,7716558.631,7716558.631,7716558.631,7716558.631,11000000.0,9351118.141,145511.083,3553261.436,1183616.212,145108.7005,628624.068,359917.7754,14405.52303,1801275.552,1801275.552,11700000.0,18740.252,72600000.0,4625203.055,7869827.606000001,4950263.086,449298.4495,449298.4495,449298.4495,107019.8877,12651.4325,12651.4325,12651.4325,12651.4325,26168.5675,2364409.815,2364409.815,2364409.815,212653.31399999998,15982.2225,296888.482,133483.9002,1067132.0459999999,2956885.003,69852.05,223433.7536,6010062.554,7111506.177,16300000.0,4741.681154999999,5480.265882,1270577.231,1326868.756,821921.1558,618715.265,682673.5315,140140.4259,114841.6875,170078.712,114053.2585,98261.3205,73214.9085,98552.3415,8261415.911,639402.29,105506.2659,105506.2659,6993923.221,97644.4915,2305697.958,2305697.958,998774.291,1625515.3190000001,229869.5915,1056746.26,1056746.26,1598311.3569999998,1415109.418,2984483.498,69852.05,164318.4152,164318.4152
